epoch,L_total,L_sdf,L_eik,L_z,L_2nd,eik_weight,grad_norm_mean,lr,time_s
212,0.064066,0.050907,0.131591,0.00073901,0.000000,0.1000,0.8635,0.000500,9.5
213,0.064327,0.052673,0.116545,0.00074052,0.000000,0.1000,0.8468,0.000500,9.5
214,0.062629,0.050831,0.117980,0.00074288,0.000000,0.1000,0.8434,0.000500,9.5
215,0.065505,0.051936,0.135683,0.00074581,0.000000,0.1000,0.8631,0.000500,9.5
216,0.063376,0.051914,0.114620,0.00074740,0.000000,0.1000,0.8618,0.000500,9.5
217,0.062865,0.051125,0.117398,0.00074958,0.000000,0.1000,0.8595,0.000500,9.5
218,0.065201,0.051370,0.138312,0.00075219,0.000000,0.1000,0.8546,0.000500,9.5
219,0.063511,0.051236,0.122754,0.00075358,0.000000,0.1000,0.8431,0.000500,9.5
220,0.063156,0.050793,0.123626,0.00075574,0.000000,0.1000,0.8503,0.000500,9.5
221,0.064997,0.051303,0.136939,0.00075845,0.000000,0.1000,0.8671,0.000500,9.5
222,0.063768,0.051785,0.119826,0.00075988,0.000000,0.1000,0.8725,0.000500,9.5
223,0.062293,0.050260,0.120329,0.00076179,0.000000,0.1000,0.8639,0.000500,9.5
224,0.063953,0.051073,0.128801,0.00076391,0.000000,0.1000,0.8568,0.000500,9.5
225,0.063895,0.053013,0.108815,0.00076510,0.000000,0.1000,0.8695,0.000500,9.5
226,0.061203,0.050169,0.110339,0.00076715,0.000000,0.1000,0.8694,0.000500,9.5
227,0.063101,0.051303,0.117981,0.00076938,0.000000,0.1000,0.8855,0.000500,9.5
228,0.064714,0.054970,0.097440,0.00077061,0.000000,0.1000,0.9055,0.000500,9.5
229,0.061064,0.049921,0.111432,0.00077268,0.000000,0.1000,0.8749,0.000500,9.5
230,0.061635,0.050020,0.116151,0.00077450,0.000000,0.1000,0.8623,0.000500,9.5
231,0.063740,0.053765,0.099744,0.00077604,0.000000,0.1000,0.8702,0.000500,9.5
232,0.060901,0.049669,0.112315,0.00077857,0.000000,0.1000,0.8682,0.000500,9.5
233,0.061101,0.049758,0.113430,0.00078095,0.000000,0.1000,0.8778,0.000500,9.5
234,0.063964,0.054033,0.099313,0.00078284,0.000000,0.1000,0.8866,0.000500,9.5
235,0.062067,0.050364,0.117029,0.00078553,0.000000,0.1000,0.8687,0.000500,9.5
236,0.060505,0.049589,0.109153,0.00078730,0.000000,0.1000,0.8553,0.000500,9.5
237,0.061207,0.050597,0.106094,0.00078943,0.000000,0.1000,0.8627,0.000500,9.5
238,0.062566,0.050359,0.122066,0.00079218,0.000000,0.1000,0.8724,0.000500,9.5
239,0.063898,0.053788,0.101103,0.00079379,0.000000,0.1000,0.8879,0.000500,9.5
240,0.061917,0.049773,0.121442,0.00079624,0.000000,0.1000,0.8620,0.000500,9.5
241,0.060583,0.049474,0.111095,0.00079791,0.000000,0.1000,0.8519,0.000500,9.5
242,0.060563,0.049657,0.109054,0.00080015,0.000000,0.1000,0.8599,0.000500,9.5
243,0.061742,0.049875,0.118672,0.00080291,0.000000,0.1000,0.8758,0.000500,9.5
244,0.063730,0.053764,0.099658,0.00080476,0.000000,0.1000,0.8976,0.000500,9.5
245,0.063569,0.051032,0.125371,0.00080746,0.000000,0.1000,0.8726,0.000500,9.5
246,0.062326,0.051909,0.104169,0.00080886,0.000000,0.1000,0.8611,0.000500,9.5
247,0.060348,0.048971,0.113773,0.00081133,0.000000,0.1000,0.8481,0.000500,9.5
248,0.061679,0.049380,0.122985,0.00081408,0.000000,0.1000,0.8683,0.000500,9.5
249,0.065281,0.055437,0.098434,0.00081599,0.000000,0.1000,0.9035,0.000500,9.5
250,0.062905,0.050313,0.125920,0.00081880,0.000000,0.1000,0.8740,0.000500,9.5
251,0.060567,0.049521,0.110462,0.00082044,0.000000,0.1000,0.8534,0.000500,9.5
252,0.060942,0.050230,0.107119,0.00082274,0.000000,0.1000,0.8599,0.000500,9.5
253,0.062259,0.050203,0.120567,0.00082583,0.000000,0.1000,0.8750,0.000500,9.5
254,0.061956,0.052163,0.097929,0.00082771,0.000000,0.1000,0.8984,0.000500,9.5
